States,Transaction_Year,Quarters,Transaction_Type,Transaction_Count,Transaction_Amount,District
karnataka,2021,1,TOTAL,9322884,17155680177.783762,davanagere district
karnataka,2021,1,TOTAL,4033439,8239831522.642422,bagalkote district
karnataka,2021,1,TOTAL,5145667,11170578518.368378,vijayapura district
karnataka,2021,1,TOTAL,3042763,6139670045.277093,koppal district
karnataka,2021,1,TOTAL,5209226,10925907352.23449,bidar district
karnataka,2021,1,TOTAL,12387231,18735722156.72461,bengaluru rural district
karnataka,2021,1,TOTAL,4719196,10717943675.71631,raichur district
karnataka,2021,1,TOTAL,1380973,2890358122.602378,chamarajanagara district
karnataka,2021,1,TOTAL,9626991,15430015647.494526,dakshina kannada district
karnataka,2021,1,TOTAL,4852456,10472109758.71391,hassan district
karnataka,2021,1,TOTAL,11396406,16320416665.27951,dharwad district
karnataka,2021,1,TOTAL,6961180,12979261424.243988,shivamogga district
karnataka,2021,1,TOTAL,2999356,4318595833.417577,udupi district
karnataka,2021,1,TOTAL,2182687,3921903568.216193,gadag district
karnataka,2020,3,TOTAL,9675261,17597207367.350117,mysuru district
karnataka,2020,3,TOTAL,2668335,5093059094.127508,chitradurga district
karnataka,2020,3,TOTAL,3985999,8540463933.472765,kalaburagi district
karnataka,2020,3,TOTAL,3857792,6868892174.870599,ramanagara district
karnataka,2020,3,TOTAL,3414341,7045696607.512827,mandya district
karnataka,2020,3,TOTAL,864653,1484649695.2324553,kodagu district
karnataka,2020,3,TOTAL,1770575,3204755845.405322,chikkamagaluru district
karnataka,2020,3,TOTAL,1610868,2997480441.814833,haveri district
karnataka,2020,3,TOTAL,6483038,12217179442.79111,ballari district
karnataka,2020,3,TOTAL,7078363,12764674160.447115,belagavi district
karnataka,2020,3,TOTAL,5319243,10255312905.948189,kolar district
karnataka,2020,3,TOTAL,1739526,2695792104.7146916,uttara kannada district
karnataka,2020,3,TOTAL,6090300,11453537750.655712,tumakuru district
karnataka,2020,3,TOTAL,1187896,2891471242.143757,yadgir district
karnataka,2020,3,TOTAL,188947684,261095181780.0901,bengaluru urban district
karnataka,2020,3,TOTAL,3502237,7428337958.70154,chikkaballapura district
karnataka,2020,3,TOTAL,5205295,10283937898.613033,davanagere district
karnataka,2020,3,TOTAL,2852266,5776387765.783536,bagalkote district
karnataka,2020,3,TOTAL,3761144,8003746941.635164,vijayapura district
karnataka,2020,3,TOTAL,2037116,4024163868.9327297,koppal district
karnataka,2020,3,TOTAL,3305705,6687478292.352659,bidar district
karnataka,2020,3,TOTAL,7596076,11770793408.192162,bengaluru rural district
karnataka,2020,3,TOTAL,3282229,7181366788.459692,raichur district
karnataka,2020,3,TOTAL,931206,1800992219.5249476,chamarajanagara district
karnataka,2020,3,TOTAL,5509516,10219448161.55705,dakshina kannada district
karnataka,2020,3,TOTAL,3100603,6405222177.752996,hassan district
karnataka,2020,3,TOTAL,6653211,10834407900.60387,dharwad district
karnataka,2020,3,TOTAL,4533533,8599350580.438519,shivamogga district
karnataka,2020,3,TOTAL,1879859,2765993461.2813215,udupi district
karnataka,2020,3,TOTAL,1516661,2753533726.27555,gadag district
karnataka,2020,4,TOTAL,14314966,24721321665.945152,mysuru district
karnataka,2020,4,TOTAL,3837391,7600991609.367609,chitradurga district
karnataka,2020,4,TOTAL,6040954,12627718005.276012,kalaburagi district
karnataka,2020,4,TOTAL,5702541,10176732532.120983,ramanagara district
karnataka,2020,4,TOTAL,4908339,10250617415.246532,mandya district
karnataka,2020,4,TOTAL,1378387,2414955954.5999603,kodagu district
karnataka,2020,4,TOTAL,2641832,4992605338.457241,chikkamagaluru district
karnataka,2020,4,TOTAL,2426895,4543883457.159707,haveri district
karnataka,2020,4,TOTAL,9772557,18739492904.576576,ballari district
karnataka,2020,4,TOTAL,10147281,18131720291.443623,belagavi district
karnataka,2020,4,TOTAL,7877407,14873069326.116919,kolar district
karnataka,2020,4,TOTAL,2667563,4460758062.022853,uttara kannada district
karnataka,2020,4,TOTAL,8893778,16914412572.224335,tumakuru district
karnataka,2020,4,TOTAL,1767141,4394551584.79969,yadgir district
karnataka,2020,4,TOTAL,267720411,352536741958.4486,bengaluru urban district
karnataka,2020,4,TOTAL,4952668,10592481164.6092,chikkaballapura district
karnataka,2020,4,TOTAL,7262656,14015672346.829773,davanagere district
karnataka,2020,4,TOTAL,4166298,8472795712.359591,bagalkote district
karnataka,2020,4,TOTAL,5433260,11453048337.939936,vijayapura district
karnataka,2020,4,TOTAL,3144655,6272905723.2932205,koppal district
karnataka,2020,4,TOTAL,4874329,10175605486.384695,bidar district
karnataka,2020,4,TOTAL,11780762,18175304366.25715,bengaluru rural district
karnataka,2020,4,TOTAL,4812779,10512812486.905113,raichur district
karnataka,2020,4,TOTAL,1419599,2862512344.8971806,chamarajanagara district
karnataka,2020,4,TOTAL,7794258,13295138020.866743,dakshina kannada district
karnataka,2020,4,TOTAL,4590150,9743350925.375175,hassan district
karnataka,2020,4,TOTAL,9872445,15011234195.50343,dharwad district
karnataka,2020,4,TOTAL,6063929,11470058678.184986,shivamogga district
karnataka,2020,4,TOTAL,3017320,4525865271.057199,udupi district
karnataka,2020,4,TOTAL,2254433,4078340826.749055,gadag district
karnataka,2020,2,TOTAL,7184930,13106859536.057842,mysuru district
karnataka,2020,2,TOTAL,2118154,3711671026.847204,chitradurga district
karnataka,2020,2,TOTAL,3019911,6189980486.812849,kalaburagi district
karnataka,2020,2,TOTAL,2814041,4746064695.43483,ramanagara district
karnataka,2020,2,TOTAL,2804235,5215911416.961924,mandya district
karnataka,2020,2,TOTAL,640336,1015841839.584493,kodagu district
karnataka,2020,2,TOTAL,1376548,2254645075.4632063,chikkamagaluru district
karnataka,2020,2,TOTAL,1232235,2208795764.1573615,haveri district
karnataka,2020,2,TOTAL,4733742,8629333001.029207,ballari district
karnataka,2020,2,TOTAL,4972764,8395766920.028916,belagavi district
karnataka,2020,2,TOTAL,3965696,6790159344.716665,kolar district
karnataka,2020,2,TOTAL,1401701,1912236201.3327289,uttara kannada district
karnataka,2020,2,TOTAL,4836880,8510119360.526954,tumakuru district
karnataka,2020,2,TOTAL,996282,2425403532.336086,yadgir district
karnataka,2020,2,TOTAL,132120979,176357097466.7659,bengaluru urban district
karnataka,2020,2,TOTAL,2650503,4966625322.511406,chikkaballapura district
karnataka,2020,2,TOTAL,3025086,5508343020.299786,davanagere district
karnataka,2020,2,TOTAL,2110909,4002269578.8099203,bagalkote district
karnataka,2020,2,TOTAL,2779449,5624135328.809127,vijayapura district
karnataka,2020,2,TOTAL,1520618,2917566000.1891146,koppal district
karnataka,2020,2,TOTAL,2721584,5080725120.068466,bidar district
karnataka,2020,2,TOTAL,4985176,7327672246.467524,bengaluru rural district
karnataka,2020,2,TOTAL,2539004,5656069355.298939,raichur district
karnataka,2020,2,TOTAL,810039,1319001489.301943,chamarajanagara district
karnataka,2020,2,TOTAL,3531912,6376675751.895021,dakshina kannada district
karnataka,2020,2,TOTAL,2466013,4597170471.807137,hassan district
karnataka,2020,2,TOTAL,4199998,6626617210.413645,dharwad district
karnataka,2020,2,TOTAL,3119744,5814372127.285877,shivamogga district
karnataka,2020,2,TOTAL,1422997,1890958755.8770115,udupi district
karnataka,2020,2,TOTAL,1120246,1926789573.0495763,gadag district
karnataka,2020,1,TOTAL,8069105,13036685203.223095,mysuru district
karnataka,2020,1,TOTAL,1429747,2626154899.977052,chitradurga district
karnataka,2020,1,TOTAL,2328594,4631840960.1782255,kalaburagi district
karnataka,2020,1,TOTAL,2539779,4245435911.3876715,ramanagara district
karnataka,2020,1,TOTAL,2204678,4312506529.5597,mandya district
karnataka,2020,1,TOTAL,506914,892550887.3595694,kodagu district
karnataka,2020,1,TOTAL,959731,1660570854.4509535,chikkamagaluru district
karnataka,2020,1,TOTAL,877565,1597337190.2603629,haveri district
karnataka,2020,1,TOTAL,3903343,7053379784.876897,ballari district
karnataka,2020,1,TOTAL,4316092,6363752952.026527,belagavi district
karnataka,2020,1,TOTAL,3093003,5550612726.131468,kolar district
karnataka,2020,1,TOTAL,1040619,1583481410.9743357,uttara kannada district
karnataka,2020,1,TOTAL,3872833,6659223682.826369,tumakuru district
karnataka,2020,1,TOTAL,652496,1622925509.814738,yadgir district
karnataka,2020,1,TOTAL,200174352,231970686013.7528,bengaluru urban district
karnataka,2020,1,TOTAL,2047103,4013876477.4404044,chikkaballapura district
karnataka,2020,1,TOTAL,2704786,4892688445.769339,davanagere district
karnataka,2020,1,TOTAL,1612647,2848817825.0858374,bagalkote district
karnataka,2020,1,TOTAL,2114247,3966541860.6325555,vijayapura district
karnataka,2020,1,TOTAL,1133585,2209262842.6267776,koppal district
karnataka,2020,1,TOTAL,1808853,3723442388.449338,bidar district
karnataka,2020,1,TOTAL,5260930,7794174929.658327,bengaluru rural district
karnataka,2020,1,TOTAL,1924790,3941437359.341171,raichur district
karnataka,2020,1,TOTAL,553272,1029877709.8243908,chamarajanagara district
karnataka,2020,1,TOTAL,4233207,7157456163.571186,dakshina kannada district
karnataka,2020,1,TOTAL,1812274,3716555553.1742363,hassan district
karnataka,2020,1,TOTAL,5171963,6715983685.589501,dharwad district
karnataka,2020,1,TOTAL,2394183,4229300190.9267178,shivamogga district
karnataka,2020,1,TOTAL,1399840,1843787355.1339335,udupi district
karnataka,2020,1,TOTAL,893359,1511707695.3671956,gadag district
karnataka,2019,3,TOTAL,4034380,5997469689.765679,mysuru district
karnataka,2019,3,TOTAL,724826,1321757015.672064,chitradurga district
karnataka,2019,3,TOTAL,1249186,2394791825.4026256,kalaburagi district
karnataka,2019,3,TOTAL,1333468,2330296690.6610665,ramanagara district
karnataka,2019,3,TOTAL,1131938,2134315021.9709759,mandya district
karnataka,2019,3,TOTAL,273544,422323264.2985822,kodagu district
karnataka,2019,3,TOTAL,519469,866421227.2573984,chikkamagaluru district
karnataka,2019,3,TOTAL,446343,790256817.2883446,haveri district
karnataka,2019,3,TOTAL,2172340,3798926912.7760153,ballari district
karnataka,2019,3,TOTAL,2722900,3771202585.888157,belagavi district
karnataka,2019,3,TOTAL,1615545,2946242408.2718744,kolar district
karnataka,2019,3,TOTAL,660223,937085015.2821138,uttara kannada district
karnataka,2019,3,TOTAL,1878003,3158249577.001503,tumakuru district
karnataka,2019,3,TOTAL,331943,777674785.0658498,yadgir district
karnataka,2019,3,TOTAL,131234422,150244275641.79712,bengaluru urban district
karnataka,2019,3,TOTAL,1105172,2134493307.180094,chikkaballapura district
karnataka,2019,3,TOTAL,1351913,2163728718.7321467,davanagere district
karnataka,2019,3,TOTAL,959443,1524098889.2266183,bagalkote district
karnataka,2019,3,TOTAL,1199591,2163978249.4202127,vijayapura district
karnataka,2019,3,TOTAL,579391,1109392478.0717268,koppal district
karnataka,2019,3,TOTAL,929774,1874680074.4677765,bidar district
karnataka,2019,3,TOTAL,3070784,4619041821.916124,bengaluru rural district
karnataka,2019,3,TOTAL,983058,1951946628.5438323,raichur district
karnataka,2019,3,TOTAL,290920,522262756.8100619,chamarajanagara district
karnataka,2019,3,TOTAL,3129205,4761473404.878738,dakshina kannada district
karnataka,2019,3,TOTAL,941322,1927647326.5696983,hassan district
karnataka,2019,3,TOTAL,3529480,4405498989.367172,dharwad district
karnataka,2019,3,TOTAL,1158823,1817498335.3695498,shivamogga district
karnataka,2019,3,TOTAL,707717,912774613.24923,udupi district
karnataka,2019,3,TOTAL,468612,756916365.9954008,gadag district
karnataka,2019,4,TOTAL,6009700,8812951678.18542,mysuru district
karnataka,2019,4,TOTAL,1067103,2002316772.868118,chitradurga district
karnataka,2019,4,TOTAL,1798526,3564569593.554303,kalaburagi district
karnataka,2019,4,TOTAL,1984361,3325299266.7780094,ramanagara district
karnataka,2019,4,TOTAL,1649217,3229657460.81484,mandya district
karnataka,2019,4,TOTAL,431268,720368458.7957824,kodagu district
karnataka,2019,4,TOTAL,808717,1380891787.5321822,chikkamagaluru district
karnataka,2019,4,TOTAL,646052,1195895752.7241912,haveri district
karnataka,2019,4,TOTAL,3167702,5649113297.438309,ballari district
karnataka,2019,4,TOTAL,3807962,5664222342.192614,belagavi district
karnataka,2019,4,TOTAL,2360285,4256924114.160181,kolar district
karnataka,2019,4,TOTAL,922743,1403249288.833963,uttara kannada district
karnataka,2019,4,TOTAL,2873750,4751005895.145698,tumakuru district
karnataka,2019,4,TOTAL,469575,1170814340.549012,yadgir district
karnataka,2019,4,TOTAL,180458808,199966708446.8142,bengaluru urban district
karnataka,2019,4,TOTAL,1570925,3159592090.2319264,chikkaballapura district
karnataka,2019,4,TOTAL,2063312,3345622513.6539807,davanagere district
karnataka,2019,4,TOTAL,1294034,2292815308.7554636,bagalkote district
karnataka,2019,4,TOTAL,1705336,3251735280.3451853,vijayapura district
karnataka,2019,4,TOTAL,828400,1661869404.8229644,koppal district
karnataka,2019,4,TOTAL,1354884,2910548028.0352697,bidar district
karnataka,2019,4,TOTAL,4458453,6512032486.840271,bengaluru rural district
karnataka,2019,4,TOTAL,1490992,3050353281.999224,raichur district
karnataka,2019,4,TOTAL,410150,784422903.3923473,chamarajanagara district
karnataka,2019,4,TOTAL,4307358,6266562292.312677,dakshina kannada district
karnataka,2019,4,TOTAL,1386630,2890517586.098419,hassan district
karnataka,2019,4,TOTAL,4934246,6425417517.094139,dharwad district
karnataka,2019,4,TOTAL,1782120,2820880194.725874,shivamogga district
karnataka,2019,4,TOTAL,1073447,1392442535.9198146,udupi district
karnataka,2019,4,TOTAL,680196,1188343526.612237,gadag district
karnataka,2019,2,TOTAL,2641497,4532575333.011817,mysuru district
karnataka,2019,2,TOTAL,508856,1107532510.9053113,chitradurga district
karnataka,2019,2,TOTAL,826121,1904197997.7828102,kalaburagi district
karnataka,2019,2,TOTAL,988447,1917887093.7086911,ramanagara district
karnataka,2019,2,TOTAL,785153,1675365826.7313943,mandya district
karnataka,2019,2,TOTAL,183333,347619659.43413806,kodagu district
karnataka,2019,2,TOTAL,348482,700499292.0221097,chikkamagaluru district
karnataka,2019,2,TOTAL,326245,666468434.5274383,haveri district
karnataka,2019,2,TOTAL,1510968,3020731081.771243,ballari district
karnataka,2019,2,TOTAL,1861710,3129078023.5608435,belagavi district
karnataka,2019,2,TOTAL,1122326,2210613369.044175,kolar district
karnataka,2019,2,TOTAL,433761,739399034.5004739,uttara kannada district
karnataka,2019,2,TOTAL,1200397,2439881028.5137053,tumakuru district
karnataka,2019,2,TOTAL,239850,676844338.0988811,yadgir district
karnataka,2019,2,TOTAL,89148659,113389910485.89922,bengaluru urban district
karnataka,2019,2,TOTAL,794610,1630218604.708301,chikkaballapura district
karnataka,2019,2,TOTAL,972408,1848844193.1551795,davanagere district
karnataka,2019,2,TOTAL,704180,1285713396.8026183,bagalkote district
karnataka,2019,2,TOTAL,835718,1774819997.5978944,vijayapura district
karnataka,2019,2,TOTAL,417932,926600613.138814,koppal district
karnataka,2019,2,TOTAL,649994,1544703339.6695948,bidar district
karnataka,2019,2,TOTAL,1994507,3457051861.64153,bengaluru rural district
karnataka,2019,2,TOTAL,677977,1597335139.4970949,raichur district
karnataka,2019,2,TOTAL,209517,417237665.64096105,chamarajanagara district
karnataka,2019,2,TOTAL,1632538,2960907502.219463,dakshina kannada district
karnataka,2019,2,TOTAL,677980,1575389093.820531,hassan district
karnataka,2019,2,TOTAL,2084046,3292543548.21006,dharwad district
karnataka,2019,2,TOTAL,785673,1476458316.79241,shivamogga district
karnataka,2019,2,TOTAL,477100,795893292.4269867,udupi district
karnataka,2019,2,TOTAL,361619,659704151.2505269,gadag district
karnataka,2019,1,TOTAL,1927906,3156454954.6930947,mysuru district
karnataka,2019,1,TOTAL,414641,810523100.9070721,chitradurga district
karnataka,2019,1,TOTAL,736201,1493727762.8934321,kalaburagi district
karnataka,2019,1,TOTAL,928541,1444743612.7999709,ramanagara district
karnataka,2019,1,TOTAL,642364,1206557137.4535284,mandya district
karnataka,2019,1,TOTAL,132175,255164153.17943642,kodagu district
karnataka,2019,1,TOTAL,269535,513170969.25567997,chikkamagaluru district
karnataka,2019,1,TOTAL,296805,510705701.535235,haveri district
karnataka,2019,1,TOTAL,1396502,2244647823.113589,ballari district
karnataka,2019,1,TOTAL,1476221,2143704811.908953,belagavi district
karnataka,2019,1,TOTAL,1051914,1634035507.1281617,kolar district
karnataka,2019,1,TOTAL,401079,582803226.86871,uttara kannada district
karnataka,2019,1,TOTAL,926600,1788430415.4750216,tumakuru district
karnataka,2019,1,TOTAL,214448,529691468.640022,yadgir district
karnataka,2019,1,TOTAL,65174133,82111161572.76288,bengaluru urban district
karnataka,2019,1,TOTAL,668044,1181327350.8270614,chikkaballapura district
karnataka,2019,1,TOTAL,678678,1235312216.171686,davanagere district
karnataka,2019,1,TOTAL,765236,970277390.0547762,bagalkote district
karnataka,2019,1,TOTAL,696701,1265405752.316557,vijayapura district
karnataka,2019,1,TOTAL,355401,648740849.0448687,koppal district
karnataka,2019,1,TOTAL,617247,1239943431.4717097,bidar district
karnataka,2019,1,TOTAL,1707501,2607054374.084066,bengaluru rural district
karnataka,2019,1,TOTAL,610473,1244470857.745585,raichur district
karnataka,2019,1,TOTAL,177125,307486834.4398674,chamarajanagara district
karnataka,2019,1,TOTAL,1086942,1721495724.0678744,dakshina kannada district
karnataka,2019,1,TOTAL,551975,1125284006.1181178,hassan district
karnataka,2019,1,TOTAL,1312093,1848626654.9759147,dharwad district
karnataka,2019,1,TOTAL,551200,993459723.8128774,shivamogga district
karnataka,2019,1,TOTAL,493365,708575940.0412929,udupi district
karnataka,2019,1,TOTAL,326563,453398821.97652453,gadag district
bihar,2018,3,TOTAL,149943,336637863.733843,madhepura district
bihar,2018,3,TOTAL,254555,489478561.63340366,purnia district
bihar,2018,3,TOTAL,896006,768203889.8354421,nalanda district
bihar,2018,3,TOTAL,141186,188136993.80738562,buxar district
bihar,2018,3,TOTAL,413648,764466707.7610799,darbhanga district
bihar,2018,3,TOTAL,209878,289802022.4357294,nawada district
bihar,2018,3,TOTAL,104140,152652365.36698443,jamui district
bihar,2018,3,TOTAL,37393,56373786.91673915,sheikhpura district
bihar,2018,3,TOTAL,272311,538177446.0290899,siwan district
bihar,2018,3,TOTAL,959708,1265457842.0721817,muzaffarpur district
bihar,2018,3,TOTAL,3360157,3873142430.776816,patna district
bihar,2018,3,TOTAL,158009,154263782.76355198,jehanabad district
bihar,2018,3,TOTAL,701262,668806719.3479261,rohtas district
bihar,2018,3,TOTAL,226986,368522165.54476273,begusarai district
bihar,2018,3,TOTAL,165526,272659476.2168338,supaul district
bihar,2018,3,TOTAL,266426,479856960.6130353,sitamarhi district
bihar,2018,3,TOTAL,366520,636933865.4864707,saran district
bihar,2018,3,TOTAL,78393,92938267.76066552,arwal district
bihar,2018,3,TOTAL,427385,660314110.761917,vaishali district
bihar,2018,3,TOTAL,427544,778844052.9981706,pashchim champaran district
bihar,2018,3,TOTAL,218210,422499144.20198405,gopalganj district
bihar,2018,3,TOTAL,129690,136115937.97138983,lakhisarai district
bihar,2018,3,TOTAL,269704,354055669.18676025,aurangabad district
bihar,2018,3,TOTAL,128090,180251318.44516638,kaimur bhabua district
bihar,2018,3,TOTAL,167608,428450949.72570324,araria district
bihar,2018,3,TOTAL,136515,186691409.16526166,munger district
bihar,2018,3,TOTAL,252857,513132287.79855496,katihar district
bihar,2018,3,TOTAL,145602,245267621.7634195,khagaria district
bihar,2018,3,TOTAL,185665,334445151.13590336,saharsa district
bihar,2018,3,TOTAL,422204,579615297.8454922,bhagalpur district
bihar,2018,3,TOTAL,353968,681883536.8483069,madhubani district
bihar,2018,3,TOTAL,94729,232008456.55016178,kishanganj district
bihar,2018,3,TOTAL,919453,893929004.0264461,gaya district
bihar,2018,3,TOTAL,400049,660092785.6814661,samastipur district
bihar,2018,3,TOTAL,86362,101993248.98606177,banka district
bihar,2018,3,TOTAL,544285,921447417.5581727,purbi champaran district
bihar,2018,3,TOTAL,43723,79579549.20914777,sheohar district
bihar,2018,3,TOTAL,252114,348676280.9394509,bhojpur district
bihar,2018,4,TOTAL,206209,482649436.49606454,madhepura district
bihar,2018,4,TOTAL,323276,731281592.8687838,purnia district
bihar,2018,4,TOTAL,666931,846144772.7533281,nalanda district
bihar,2018,4,TOTAL,166308,281722827.8503226,buxar district
bihar,2018,4,TOTAL,515957,1142706537.988927,darbhanga district
bihar,2018,4,TOTAL,225093,417621899.1957779,nawada district
bihar,2018,4,TOTAL,156998,267317791.28074193,jamui district
bihar,2018,4,TOTAL,52160,94354176.72548714,sheikhpura district
bihar,2018,4,TOTAL,366863,813062416.723522,siwan district
bihar,2018,4,TOTAL,886640,1682571935.1825838,muzaffarpur district
bihar,2018,4,TOTAL,3256138,4907266831.021729,patna district
bihar,2018,4,TOTAL,176508,216771088.343031,jehanabad district
bihar,2018,4,TOTAL,534230,818426211.762433,rohtas district
bihar,2018,4,TOTAL,326254,570039331.1250697,begusarai district
bihar,2018,4,TOTAL,207479,393510177.4705521,supaul district
bihar,2018,4,TOTAL,338316,664456738.5784366,sitamarhi district
bihar,2018,4,TOTAL,495166,976827835.416697,saran district
bihar,2018,4,TOTAL,94144,128451766.47901765,arwal district
bihar,2018,4,TOTAL,522642,964760831.5562135,vaishali district
bihar,2018,4,TOTAL,582470,1215256332.6509814,pashchim champaran district
bihar,2018,4,TOTAL,288486,665355068.2331328,gopalganj district
bihar,2018,4,TOTAL,115486,181734953.46668482,lakhisarai district
bihar,2018,4,TOTAL,345707,535217438.3518773,aurangabad district
bihar,2018,4,TOTAL,175587,291814682.84454566,kaimur bhabua district
bihar,2018,4,TOTAL,224141,643458080.2643342,araria district
bihar,2018,4,TOTAL,173044,283385408.5237344,munger district
bihar,2018,4,TOTAL,364308,755567034.96501,katihar district
bihar,2018,4,TOTAL,175089,336919554.49972945,khagaria district
bihar,2018,4,TOTAL,226972,503942086.39202034,saharsa district
bihar,2018,4,TOTAL,460720,770462001.2139144,bhagalpur district
bihar,2018,4,TOTAL,480479,1055071917.0285338,madhubani district
bihar,2018,4,TOTAL,130169,375883248.4677948,kishanganj district
bihar,2018,4,TOTAL,724866,1079658570.770959,gaya district
bihar,2018,4,TOTAL,529944,1020002681.3963063,samastipur district
bihar,2018,4,TOTAL,120661,153837814.69884193,banka district
bihar,2018,4,TOTAL,732175,1458571863.511211,purbi champaran district
bihar,2018,4,TOTAL,57310,111505767.66156708,sheohar district
bihar,2018,4,TOTAL,307475,560408464.8180625,bhojpur district
bihar,2018,2,TOTAL,128793,257666353.5333141,madhepura district
bihar,2018,2,TOTAL,200492,341288206.35140955,purnia district
bihar,2018,2,TOTAL,306468,368156034.43526965,nalanda district
bihar,2018,2,TOTAL,95499,121370124.35207516,buxar district
bihar,2018,2,TOTAL,322140,569573309.6554229,darbhanga district
bihar,2018,2,TOTAL,117582,171877320.67431092,nawada district
bihar,2018,2,TOTAL,73817,105507695.66701967,jamui district
bihar,2018,2,TOTAL,30292,43496026.134309486,sheikhpura district
bihar,2018,2,TOTAL,216997,449888077.39217174,siwan district
bihar,2018,2,TOTAL,554675,841276317.7006266,muzaffarpur district
bihar,2018,2,TOTAL,1650942,2328839155.6378717,patna district
bihar,2018,2,TOTAL,76302,94030824.14988841,jehanabad district
bihar,2018,2,TOTAL,281535,364889751.10899305,rohtas district
bihar,2018,2,TOTAL,200949,276462420.9598826,begusarai district
bihar,2018,2,TOTAL,120248,207587718.3219347,supaul district
bihar,2018,2,TOTAL,207834,327556110.6386512,sitamarhi district
bihar,2018,2,TOTAL,261588,474215326.876581,saran district
bihar,2018,2,TOTAL,41799,51924029.92783449,arwal district
bihar,2018,2,TOTAL,316405,471071129.4019304,vaishali district
bihar,2018,2,TOTAL,305553,542379988.9027045,pashchim champaran district
bihar,2018,2,TOTAL,176783,361155964.2833132,gopalganj district
bihar,2018,2,TOTAL,63428,79811566.97732757,lakhisarai district
bihar,2018,2,TOTAL,166360,242694823.73033327,aurangabad district
bihar,2018,2,TOTAL,95278,133155808.11253244,kaimur bhabua district
bihar,2018,2,TOTAL,144230,340399877.3329379,araria district
bihar,2018,2,TOTAL,104641,135654469.06000394,munger district
bihar,2018,2,TOTAL,218980,363989212.7444124,katihar district
bihar,2018,2,TOTAL,107663,171833273.7425387,khagaria district
bihar,2018,2,TOTAL,137218,228422183.974468,saharsa district
bihar,2018,2,TOTAL,265147,373912200.78000844,bhagalpur district
bihar,2018,2,TOTAL,286112,554829469.6286854,madhubani district
bihar,2018,2,TOTAL,68492,137867030.27901366,kishanganj district
bihar,2018,2,TOTAL,324390,438042055.7809131,gaya district
bihar,2018,2,TOTAL,316985,502582636.032881,samastipur district
bihar,2018,2,TOTAL,62184,71579691.62372304,banka district
bihar,2018,2,TOTAL,373033,650452550.5678003,purbi champaran district
bihar,2018,2,TOTAL,31877,49770706.40070893,sheohar district
bihar,2018,2,TOTAL,179667,260921666.79854035,bhojpur district
bihar,2018,1,TOTAL,79822,85073945.80231695,madhepura district
bihar,2018,1,TOTAL,132262,139947209.0171691,purnia district
bihar,2018,1,TOTAL,208901,190613485.9647957,nalanda district
bihar,2018,1,TOTAL,61490,56987162.135050416,buxar district
bihar,2018,1,TOTAL,217364,224628301.62800157,darbhanga district
bihar,2018,1,TOTAL,78480,81161592.44495997,nawada district
bihar,2018,1,TOTAL,48226,44565632.6441077,jamui district
bihar,2018,1,TOTAL,20728,23630132.07561916,sheikhpura district
bihar,2018,1,TOTAL,129094,169228975.706601,siwan district
bihar,2018,1,TOTAL,388401,394717112.5966706,muzaffarpur district
bihar,2018,1,TOTAL,1197281,1282492050.6392517,patna district
bihar,2018,1,TOTAL,52401,47274894.952514395,jehanabad district
bihar,2018,1,TOTAL,201231,181378994.9786085,rohtas district
bihar,2018,1,TOTAL,134911,130265729.66231602,begusarai district
bihar,2018,1,TOTAL,85807,71313091.35844366,supaul district
bihar,2018,1,TOTAL,145625,162281680.13643384,sitamarhi district
bihar,2018,1,TOTAL,149786,171839806.769135,saran district
bihar,2018,1,TOTAL,31620,27549102.079531405,arwal district
bihar,2018,1,TOTAL,201678,211794626.32466358,vaishali district
bihar,2018,1,TOTAL,215866,236190496.64302668,pashchim champaran district
bihar,2018,1,TOTAL,107134,141070590.51185086,gopalganj district
bihar,2018,1,TOTAL,42937,43611675.07515131,lakhisarai district
bihar,2018,1,TOTAL,114354,114737537.86150897,aurangabad district
bihar,2018,1,TOTAL,64493,70110158.70484145,kaimur bhabua district
bihar,2018,1,TOTAL,81597,95184067.64819424,araria district
bihar,2018,1,TOTAL,64639,64455596.263603695,munger district
bihar,2018,1,TOTAL,138075,129701645.52738735,katihar district
bihar,2018,1,TOTAL,65892,71955894.82466315,khagaria district
bihar,2018,1,TOTAL,88087,82038819.77477607,saharsa district
bihar,2018,1,TOTAL,174456,172905796.12309915,bhagalpur district
bihar,2018,1,TOTAL,173946,203080851.021446,madhubani district
bihar,2018,1,TOTAL,38179,45880790.35124814,kishanganj district
bihar,2018,1,TOTAL,231873,227470166.14682063,gaya district
bihar,2018,1,TOTAL,222241,213634124.82589722,samastipur district
bihar,2018,1,TOTAL,39192,32623795.99344401,banka district
bihar,2018,1,TOTAL,254643,264192918.45434484,purbi champaran district
bihar,2018,1,TOTAL,25700,22183882.577362113,sheohar district
bihar,2018,1,TOTAL,115890,117985836.77226338,bhojpur district
bihar,2022,3,TOTAL,4155258,8953953685.411013,madhepura district
bihar,2022,3,TOTAL,9688113,18855257893.335304,purnia district
bihar,2022,3,TOTAL,6312480,12758737340.182434,nalanda district
bihar,2022,3,TOTAL,2865171,6267094764.700462,buxar district
bihar,2022,3,TOTAL,10324556,19863946497.371433,darbhanga district
bihar,2022,3,TOTAL,4486372,10110506714.580349,nawada district
bihar,2022,3,TOTAL,3946599,7696647528.882872,jamui district
bihar,2022,3,TOTAL,918143,2159710163.7606363,sheikhpura district
